age,annual_income,credit_score,loan_amount,debt_to_income_ratio,employment_length_years,num_credit_accounts,num_late_payments,education_level,marital_status,employment_type,housing_status,loan_purpose,data_date
40,76264.1,780,169071.28,0.088,9,6,1,專科,已婚,全職,與家人同住,債務整合,2024-01-21 15:00:00
24,54420.74,631,199863.28,0.69,8,2,1,大學,已婚,全職,與家人同住,購車,2024-01-21 16:00:00
33,54404.8,744,209094.5,0.203,10,9,3,大學,已婚,全職,租賃,教育,2024-01-21 17:00:00
26,75807.44,549,146677.55,0.421,6,5,2,大學,離婚,全職,與家人同住,購屋,2024-01-21 18:00:00
21,86841.34,608,132096.03,0.238,14,4,1,研究所,單身,全職,自有,購車,2024-01-21 19:00:00
44,71412.26,622,211363.69,0.416,3,6,0,高中,離婚,全職,自有,購車,2024-01-21 20:00:00
54,79363.69,598,89491.97,0.377,6,9,0,大學,單身,全職,自有,教育,2024-01-21 21:00:00
21,69385.98,584,171928.96,0.265,8,4,1,研究所,已婚,全職,與家人同住,購車,2024-01-21 22:00:00
40,47755.27,704,81498.67,0.069,4,5,0,高中,單身,全職,與家人同住,購屋,2024-01-21 23:00:00
28,38296.99,667,203268.81,0.549,6,7,3,大學,單身,全職,自有,購屋,2024-01-22 00:00:00
30,43491.79,702,137097.72,0.13,8,6,1,高中,已婚,自僱,租賃,其他,2024-01-22 01:00:00
29,118981.89,745,213429.16,0.089,9,6,1,大學,單身,全職,自有,購屋,2024-01-22 02:00:00
26,84893.59,718,174570.64,0.394,6,17,1,大學,離婚,全職,租賃,購屋,2024-01-22 03:00:00
35,42872.06,719,88838.99,0.301,9,6,2,研究所,單身,全職,自有,購屋,2024-01-22 04:00:00
26,33550.84,675,221231.39,0.241,1,13,0,大學,單身,全職,與家人同住,購屋,2024-01-22 05:00:00
37,69637.32,608,227562.26,0.169,6,6,1,大學,已婚,退休,自有,購屋,2024-01-22 06:00:00
34,70945.3,743,194114.32,0.503,6,8,1,高中,已婚,全職,租賃,教育,2024-01-22 07:00:00
32,70977.68,644,111920.61,0.104,7,10,2,專科,已婚,全職,自有,購車,2024-01-22 08:00:00
25,54900.88,623,134699.3,0.275,4,6,1,專科,單身,全職,自有,購屋,2024-01-22 09:00:00
29,57490.91,669,157271.36,0.09,13,12,0,大學,已婚,自僱,租賃,其他,2024-01-22 10:00:00
42,66557.59,625,114814.48,0.382,3,9,1,大學,已婚,全職,租賃,教育,2024-01-22 11:00:00
40,80233.22,654,234617.33,0.664,5,8,0,研究所,離婚,兼職,自有,教育,2024-01-22 12:00:00
25,20000.0,700,157216.32,0.346,4,1,2,高中,已婚,全職,租賃,購車,2024-01-22 13:00:00
35,55404.01,700,14832.6,0.138,4,6,0,專科,已婚,全職,租賃,購車,2024-01-22 14:00:00
42,55863.43,626,166967.79,0.418,8,2,0,研究所,已婚,全職,自有,購屋,2024-01-22 15:00:00
18,63504.23,650,132592.13,0.184,3,12,0,專科,已婚,自僱,租賃,教育,2024-01-22 16:00:00
40,119705.18,758,146253.67,0.161,2,10,0,大學,已婚,全職,租賃,債務整合,2024-01-22 17:00:00
28,67349.63,709,131569.03,0.236,4,8,1,高中,已婚,全職,自有,購屋,2024-01-22 18:00:00
40,53729.41,804,190352.32,0.065,5,10,2,專科,單身,全職,租賃,教育,2024-01-22 19:00:00
27,78436.03,750,205984.39,0.564,5,5,0,高中,已婚,自僱,與家人同住,購車,2024-01-22 20:00:00
18,69653.76,748,164152.66,0.264,6,9,2,高中,已婚,全職,與家人同住,購屋,2024-01-22 21:00:00
18,68401.89,596,133034.44,0.277,7,10,0,大學,已婚,退休,自有,其他,2024-01-22 22:00:00
35,72137.01,725,147933.14,0.516,6,8,0,大學,已婚,全職,租賃,購屋,2024-01-22 23:00:00
37,131470.13,676,150979.98,0.525,4,16,1,研究所,已婚,全職,租賃,購屋,2024-01-23 00:00:00
25,37382.23,646,109878.5,0.179,10,6,2,專科,已婚,全職,自有,債務整合,2024-01-23 01:00:00
41,69472.64,690,178946.43,0.284,7,9,1,專科,已婚,全職,租賃,購車,2024-01-23 02:00:00
18,41472.38,736,173002.12,0.143,5,8,2,大學,單身,全職,自有,購車,2024-01-23 03:00:00
34,71110.25,710,227022.06,0.462,2,11,0,高中,單身,兼職,自有,教育,2024-01-23 04:00:00
22,41626.27,627,212767.49,0.552,5,7,1,大學,單身,全職,租賃,購屋,2024-01-23 05:00:00
28,51652.66,724,115716.25,0.058,4,11,1,大學,單身,全職,自有,購屋,2024-01-23 06:00:00
35,70327.66,641,191014.92,0.57,3,15,0,研究所,單身,全職,自有,其他,2024-01-23 07:00:00
26,79516.33,693,102452.33,0.113,2,11,1,高中,已婚,全職,自有,購屋,2024-01-23 08:00:00
31,78369.09,661,184796.61,0.195,2,5,1,高中,單身,全職,自有,購車,2024-01-23 09:00:00
45,35085.65,666,124169.29,0.086,6,8,0,專科,單身,全職,租賃,購屋,2024-01-23 10:00:00
29,61098.68,725,98837.34,0.333,12,9,0,高中,離婚,自僱,與家人同住,債務整合,2024-01-23 11:00:00
43,45808.4,617,164002.27,0.117,7,6,1,大學,離婚,兼職,自有,其他,2024-01-23 12:00:00
23,45278.87,796,16271.64,0.217,1,8,3,研究所,已婚,全職,租賃,購屋,2024-01-23 13:00:00
40,55659.66,570,62451.22,0.212,8,12,1,高中,單身,全職,自有,購車,2024-01-23 14:00:00
49,53830.34,644,141125.41,0.044,4,5,0,高中,已婚,全職,自有,債務整合,2024-01-23 15:00:00
18,108534.33,716,154122.09,0.339,3,5,2,高中,已婚,全職,與家人同住,債務整合,2024-01-23 16:00:00
27,68659.2,715,131534.06,0.03,10,6,1,大學,單身,全職,租賃,購車,2024-01-23 17:00:00
40,32447.65,673,71028.19,0.199,2,9,0,大學,已婚,全職,自有,購屋,2024-01-23 18:00:00
32,48704.52,676,109105.41,0.406,7,8,0,大學,單身,兼職,租賃,購屋,2024-01-23 19:00:00
38,80427.67,725,169560.47,0.431,3,8,0,大學,離婚,全職,自有,教育,2024-01-23 20:00:00
28,101768.86,696,179089.09,0.202,5,6,0,大學,已婚,全職,與家人同住,其他,2024-01-23 21:00:00
35,28280.33,763,149188.84,0.109,5,11,4,大學,單身,全職,自有,購車,2024-01-23 22:00:00
33,22401.51,730,207841.69,0.312,9,4,1,大學,已婚,全職,與家人同住,購屋,2024-01-23 23:00:00
46,97419.3,767,169869.85,0.344,2,8,1,專科,已婚,全職,自有,購屋,2024-01-24 00:00:00
37,67792.28,622,112627.22,0.387,7,6,1,高中,已婚,全職,租賃,其他,2024-01-24 01:00:00
38,42634.15,675,135974.9,0.251,5,6,0,高中,已婚,全職,與家人同住,購車,2024-01-24 02:00:00
30,70692.58,661,79856.69,0.421,6,11,2,高中,單身,兼職,自有,教育,2024-01-24 03:00:00
30,20000.0,619,144593.05,0.211,4,3,0,專科,單身,全職,自有,教育,2024-01-24 04:00:00
30,60067.51,701,205605.03,0.208,5,10,1,專科,單身,兼職,租賃,債務整合,2024-01-24 05:00:00
38,66556.42,647,184264.5,0.208,6,9,1,高中,離婚,全職,自有,購屋,2024-01-24 06:00:00
30,78485.4,719,220100.47,0.312,10,4,2,大學,離婚,兼職,租賃,購車,2024-01-24 07:00:00
37,39722.08,615,134855.74,0.242,7,13,1,大學,已婚,兼職,租賃,債務整合,2024-01-24 08:00:00
55,61713.74,783,217304.99,0.522,2,7,1,高中,單身,兼職,自有,購車,2024-01-24 09:00:00
43,41491.51,626,140334.79,0.497,7,11,2,大學,已婚,兼職,租賃,購屋,2024-01-24 10:00:00
31,65107.68,693,223579.25,0.284,5,6,2,大學,已婚,全職,自有,購屋,2024-01-24 11:00:00
47,42093.07,727,148907.16,0.057,9,9,1,高中,單身,全職,與家人同住,購屋,2024-01-24 12:00:00
30,67389.37,645,185361.57,0.559,4,5,2,研究所,已婚,兼職,自有,其他,2024-01-24 13:00:00
18,40083.69,731,223755.62,0.378,7,6,1,高中,單身,全職,租賃,購屋,2024-01-24 14:00:00
24,73022.72,606,140328.62,0.078,3,7,0,大學,已婚,全職,自有,債務整合,2024-01-24 15:00:00
18,100319.73,767,160919.45,0.408,7,5,0,研究所,已婚,自僱,租賃,購屋,2024-01-24 16:00:00
31,55307.59,680,214443.17,0.059,6,11,0,大學,已婚,全職,自有,購屋,2024-01-24 17:00:00
35,60764.76,644,143349.84,0.074,3,6,2,大學,已婚,全職,自有,債務整合,2024-01-24 18:00:00
51,40336.62,662,83955.39,0.226,5,9,1,研究所,已婚,全職,自有,債務整合,2024-01-24 19:00:00
38,54006.47,728,257150.35,0.8,4,10,1,專科,已婚,自僱,租賃,購屋,2024-01-24 20:00:00
32,58995.91,644,126511.78,0.136,7,9,0,專科,單身,自僱,自有,購屋,2024-01-24 21:00:00
43,112415.86,655,157937.8,0.549,6,11,1,大學,已婚,全職,自有,購車,2024-01-24 22:00:00
18,49088.86,666,207800.33,0.415,3,10,0,研究所,已婚,全職,與家人同住,購屋,2024-01-24 23:00:00
37,89283.54,640,119575.3,0.136,3,8,0,大學,已婚,全職,自有,其他,2024-01-25 00:00:00
42,103918.33,789,99606.6,0.316,2,15,2,研究所,已婚,全職,租賃,購屋,2024-01-25 01:00:00
20,65612.73,646,162686.86,0.57,6,3,0,高中,已婚,全職,自有,購車,2024-01-25 02:00:00
46,95172.41,750,60346.18,0.362,5,8,0,大學,單身,自僱,自有,購屋,2024-01-25 03:00:00
38,87674.74,692,135604.7,0.086,6,7,0,研究所,單身,全職,自有,購屋,2024-01-25 04:00:00
30,67783.18,620,162251.93,0.055,5,6,8,專科,已婚,全職,租賃,購車,2024-01-25 05:00:00
41,76618.87,679,136502.41,0.434,6,4,0,研究所,已婚,全職,自有,購屋,2024-01-25 06:00:00
57,84471.38,749,72827.45,0.161,3,8,1,高中,已婚,自僱,與家人同住,購車,2024-01-25 07:00:00
36,106508.19,685,229708.9,0.243,5,9,2,研究所,已婚,全職,與家人同住,教育,2024-01-25 08:00:00
37,61732.38,751,155176.91,0.182,8,3,0,研究所,已婚,全職,自有,購屋,2024-01-25 09:00:00
30,33615.06,741,221557.61,0.208,6,7,0,高中,已婚,自僱,自有,購車,2024-01-25 10:00:00
26,55940.39,735,136998.19,0.203,4,7,2,大學,已婚,全職,自有,債務整合,2024-01-25 11:00:00
43,43999.23,652,105999.4,0.14,4,9,1,大學,已婚,全職,租賃,購車,2024-01-25 12:00:00
26,58729.51,615,163459.05,0.37,2,10,1,高中,已婚,全職,自有,其他,2024-01-25 13:00:00
35,84748.76,658,139210.64,0.416,6,8,2,高中,已婚,全職,與家人同住,購屋,2024-01-25 14:00:00
30,50853.97,691,91111.93,0.149,10,9,5,高中,單身,全職,租賃,購屋,2024-01-25 15:00:00
39,59143.53,712,223489.21,0.159,5,5,1,大學,離婚,兼職,與家人同住,購屋,2024-01-25 16:00:00
38,61160.45,549,118886.49,0.482,3,4,0,大學,已婚,全職,自有,其他,2024-01-25 17:00:00
45,100059.21,679,57986.68,0.14,7,11,1,研究所,已婚,兼職,自有,購屋,2024-01-25 18:00:00
29,20000.0,689,216408.3,0.356,6,6,1,專科,已婚,退休,自有,購屋,2024-01-25 19:00:00
32,47865.99,663,124785.1,0.518,5,7,1,大學,已婚,自僱,租賃,債務整合,2024-01-25 20:00:00
25,64225.67,757,119608.81,0.107,6,5,5,高中,已婚,全職,租賃,其他,2024-01-25 21:00:00
30,84001.58,719,61730.62,0.163,1,6,1,大學,離婚,自僱,與家人同住,其他,2024-01-25 22:00:00
38,65210.54,758,237047.07,0.175,5,10,1,研究所,已婚,退休,租賃,購車,2024-01-25 23:00:00
42,22468.95,667,85525.97,0.22,4,2,2,專科,已婚,全職,自有,教育,2024-01-26 00:00:00
25,72394.23,736,152922.47,0.287,9,7,0,專科,已婚,全職,自有,購屋,2024-01-26 01:00:00
43,47292.75,778,195631.02,0.177,9,14,2,大學,離婚,自僱,租賃,購車,2024-01-26 02:00:00
48,36206.67,758,171085.85,0.335,6,3,3,專科,已婚,兼職,租賃,購屋,2024-01-26 03:00:00
39,47513.09,614,147017.28,0.378,9,11,0,專科,已婚,全職,租賃,教育,2024-01-26 04:00:00
53,56309.49,664,64916.71,0.776,7,5,1,專科,單身,自僱,自有,購屋,2024-01-26 05:00:00
27,47905.11,659,109513.76,0.485,2,8,4,專科,已婚,全職,與家人同住,債務整合,2024-01-26 06:00:00
22,20000.0,709,159390.02,0.36,3,5,0,大學,已婚,全職,租賃,購屋,2024-01-26 07:00:00
18,101323.72,721,110641.3,0.256,4,10,0,研究所,已婚,全職,自有,購車,2024-01-26 08:00:00
49,85497.5,643,160167.97,0.222,5,10,2,大學,已婚,全職,自有,購車,2024-01-26 09:00:00
41,73030.44,684,184087.17,0.461,8,12,0,高中,單身,全職,租賃,購屋,2024-01-26 10:00:00
34,37246.29,558,198125.14,0.206,4,6,0,專科,已婚,全職,租賃,購屋,2024-01-26 11:00:00
37,72761.22,766,88691.03,0.21,4,7,2,研究所,已婚,全職,自有,購屋,2024-01-26 12:00:00
23,77830.44,649,259832.3,0.141,4,11,0,研究所,已婚,全職,租賃,其他,2024-01-26 13:00:00
59,71975.89,683,188373.97,0.221,3,4,1,高中,已婚,兼職,自有,其他,2024-01-26 14:00:00
36,95376.85,661,149914.29,0.12,2,9,0,研究所,已婚,全職,租賃,購屋,2024-01-26 15:00:00
36,58911.48,748,204476.83,0.263,5,12,0,研究所,已婚,自僱,自有,購屋,2024-01-26 16:00:00
42,61639.91,509,268270.39,0.211,9,11,1,專科,已婚,兼職,自有,購車,2024-01-26 17:00:00
39,69145.61,679,78063.99,0.279,6,10,2,大學,離婚,兼職,租賃,購車,2024-01-26 18:00:00
37,89116.45,686,138736.87,0.258,3,5,0,大學,已婚,全職,自有,購屋,2024-01-26 19:00:00
27,74090.13,652,31078.42,0.381,4,5,2,專科,已婚,退休,自有,債務整合,2024-01-26 20:00:00
39,75781.13,783,159632.58,0.274,3,9,1,高中,單身,全職,租賃,債務整合,2024-01-26 21:00:00
53,61676.53,626,168269.71,0.336,4,11,2,專科,已婚,全職,與家人同住,購屋,2024-01-26 22:00:00
48,114671.93,754,148041.89,0.338,3,10,4,研究所,已婚,兼職,租賃,教育,2024-01-26 23:00:00
50,68195.26,701,117273.32,0.308,5,10,0,大學,已婚,兼職,自有,購屋,2024-01-27 00:00:00
29,42778.24,755,47524.27,0.323,6,11,0,專科,單身,全職,自有,購車,2024-01-27 01:00:00
25,88067.4,671,168676.68,0.225,8,6,0,大學,離婚,全職,自有,債務整合,2024-01-27 02:00:00
33,73958.07,636,222771.72,0.547,2,7,1,專科,離婚,全職,自有,購車,2024-01-27 03:00:00
35,51139.12,745,120449.08,0.314,6,9,1,大學,已婚,全職,自有,購車,2024-01-27 04:00:00
45,50410.14,705,172003.0,0.065,4,3,0,大學,已婚,全職,自有,其他,2024-01-27 05:00:00
18,65931.51,587,71592.78,0.131,5,10,2,大學,已婚,退休,租賃,教育,2024-01-27 06:00:00
50,69263.7,647,172860.65,0.312,5,3,1,高中,已婚,退休,租賃,購屋,2024-01-27 07:00:00
33,63945.85,703,130330.89,0.233,7,8,1,專科,已婚,退休,租賃,購屋,2024-01-27 08:00:00
30,66226.17,730,111879.1,0.273,7,5,2,大學,已婚,全職,與家人同住,教育,2024-01-27 09:00:00
24,93999.15,651,111981.82,0.055,6,13,2,大學,已婚,全職,自有,購屋,2024-01-27 10:00:00
18,81430.86,516,130319.42,0.336,5,15,0,大學,已婚,全職,與家人同住,購屋,2024-01-27 11:00:00
43,63812.71,711,169121.67,0.076,2,7,0,大學,已婚,全職,租賃,債務整合,2024-01-27 12:00:00
35,78826.21,606,84391.84,0.52,0,5,0,大學,已婚,全職,自有,購屋,2024-01-27 13:00:00
22,39349.52,558,130144.23,0.173,4,10,2,大學,已婚,全職,與家人同住,教育,2024-01-27 14:00:00
22,88346.1,510,147926.41,0.304,4,7,1,研究所,已婚,全職,租賃,購屋,2024-01-27 15:00:00
31,96186.13,746,95048.04,0.136,2,6,0,高中,已婚,自僱,自有,債務整合,2024-01-27 16:00:00
51,72330.8,687,239833.26,0.03,5,6,1,研究所,已婚,全職,自有,債務整合,2024-01-27 17:00:00
32,43047.32,666,107325.23,0.125,8,6,0,高中,已婚,全職,自有,其他,2024-01-27 18:00:00
19,46958.22,763,116528.15,0.22,5,11,3,大學,已婚,全職,與家人同住,購屋,2024-01-27 19:00:00
32,38207.34,718,101084.6,0.055,7,9,1,大學,已婚,全職,自有,購車,2024-01-27 20:00:00
32,44304.76,776,239924.0,0.662,7,14,4,專科,已婚,全職,與家人同住,購車,2024-01-27 21:00:00
18,68366.79,596,177645.26,0.26,6,14,1,研究所,已婚,全職,自有,債務整合,2024-01-27 22:00:00
34,31888.66,677,103170.4,0.157,6,9,1,專科,已婚,全職,自有,購屋,2024-01-27 23:00:00
32,60312.37,582,205311.58,0.436,5,4,1,大學,已婚,全職,自有,購屋,2024-01-28 00:00:00
41,78045.54,666,160034.93,0.219,5,10,1,大學,離婚,自僱,自有,購屋,2024-01-28 01:00:00
53,41844.88,665,162862.67,0.37,4,8,1,高中,單身,全職,自有,購車,2024-01-28 02:00:00
46,117501.38,728,132776.14,0.112,10,9,1,研究所,已婚,兼職,租賃,教育,2024-01-28 03:00:00
32,70215.84,682,112529.2,0.447,2,10,1,大學,已婚,自僱,自有,教育,2024-01-28 04:00:00
23,104795.09,726,166888.3,0.133,8,9,1,研究所,已婚,全職,與家人同住,購屋,2024-01-28 05:00:00
60,46843.31,722,122745.64,0.254,2,12,2,大學,離婚,全職,與家人同住,教育,2024-01-28 06:00:00
35,77090.5,809,240837.78,0.251,4,4,0,大學,已婚,全職,自有,教育,2024-01-28 07:00:00
35,38161.32,661,86535.44,0.495,7,16,2,專科,已婚,全職,租賃,購車,2024-01-28 08:00:00
34,77804.95,623,226807.84,0.291,3,3,0,大學,已婚,全職,與家人同住,購車,2024-01-28 09:00:00
36,63436.79,694,144434.06,0.309,6,3,0,高中,單身,全職,租賃,教育,2024-01-28 10:00:00
33,71065.02,631,164954.29,0.415,10,11,1,大學,已婚,全職,自有,購屋,2024-01-28 11:00:00
29,36488.11,768,191657.89,0.118,5,3,2,高中,已婚,兼職,自有,其他,2024-01-28 12:00:00
29,42098.6,663,118487.54,0.211,4,10,2,專科,已婚,全職,租賃,購屋,2024-01-28 13:00:00
34,71944.56,646,193212.42,0.436,4,8,0,高中,單身,兼職,自有,債務整合,2024-01-28 14:00:00
29,53342.95,651,14622.81,0.345,7,7,1,研究所,單身,全職,自有,教育,2024-01-28 15:00:00
27,69264.13,723,114000.52,0.224,4,12,3,大學,已婚,全職,自有,教育,2024-01-28 16:00:00
36,32657.24,670,103796.86,0.392,1,5,2,大學,已婚,全職,自有,購屋,2024-01-28 17:00:00
32,100052.52,641,87324.7,0.173,4,7,0,研究所,離婚,自僱,自有,債務整合,2024-01-28 18:00:00
50,35349.53,779,139252.26,0.175,2,7,1,大學,已婚,兼職,自有,購屋,2024-01-28 19:00:00
18,71046.0,628,169287.5,0.15,12,12,1,高中,單身,全職,自有,教育,2024-01-28 20:00:00
45,72512.62,682,185133.0,0.328,4,8,2,大學,已婚,全職,自有,債務整合,2024-01-28 21:00:00
47,59883.93,719,162043.84,0.167,7,17,1,研究所,已婚,全職,自有,購屋,2024-01-28 22:00:00
18,71640.53,582,116715.33,0.507,8,9,2,高中,已婚,全職,租賃,債務整合,2024-01-28 23:00:00
31,65208.85,708,168450.82,0.765,6,9,2,大學,單身,全職,與家人同住,購車,2024-01-29 00:00:00
31,49223.16,616,156214.28,0.143,8,9,3,大學,單身,全職,自有,教育,2024-01-29 01:00:00
20,39828.91,729,196802.81,0.226,4,7,0,專科,單身,全職,自有,債務整合,2024-01-29 02:00:00
27,26971.74,622,188846.84,0.383,1,5,0,研究所,已婚,自僱,自有,購車,2024-01-29 03:00:00
23,66993.0,721,151523.82,0.328,3,6,0,專科,已婚,兼職,與家人同住,購車,2024-01-29 04:00:00
52,28703.94,746,105137.35,0.201,4,8,2,高中,單身,全職,租賃,購車,2024-01-29 05:00:00
44,80478.94,731,117352.49,0.327,4,11,0,研究所,已婚,退休,自有,購車,2024-01-29 06:00:00
47,54731.04,695,122510.53,0.37,5,7,0,大學,已婚,全職,租賃,購屋,2024-01-29 07:00:00
42,73582.86,666,134236.68,0.383,6,14,2,專科,已婚,全職,自有,購屋,2024-01-29 08:00:00
23,53959.09,645,163402.52,0.536,7,10,3,專科,已婚,自僱,自有,購屋,2024-01-29 09:00:00
29,69434.35,768,185758.72,0.398,7,9,0,研究所,單身,全職,自有,購屋,2024-01-29 10:00:00
39,74637.41,638,147444.07,0.22,2,9,0,專科,單身,兼職,自有,教育,2024-01-29 11:00:00
22,66701.16,617,150806.24,0.146,6,10,0,大學,已婚,全職,租賃,購屋,2024-01-29 12:00:00
42,66323.12,719,157165.32,0.22,6,6,0,高中,已婚,自僱,租賃,購屋,2024-01-29 13:00:00
32,90200.96,632,124204.73,0.313,4,9,0,研究所,已婚,兼職,租賃,購車,2024-01-29 14:00:00
31,29288.56,622,103730.39,0.073,6,10,2,大學,離婚,全職,租賃,其他,2024-01-29 15:00:00
42,75135.77,593,62228.11,0.249,8,3,4,大學,已婚,兼職,自有,購屋,2024-01-29 16:00:00
39,72249.38,651,115242.53,0.614,6,12,4,大學,已婚,退休,租賃,教育,2024-01-29 17:00:00
31,51566.24,675,173657.27,0.788,2,8,3,研究所,已婚,全職,自有,購車,2024-01-29 18:00:00
46,71653.91,694,114854.43,0.309,3,9,2,研究所,單身,全職,自有,購屋,2024-01-29 19:00:00
24,59213.85,737,138109.65,0.075,9,12,1,大學,已婚,兼職,租賃,購屋,2024-01-29 20:00:00
41,57310.06,711,173321.56,0.354,6,12,1,大學,已婚,全職,與家人同住,購車,2024-01-29 21:00:00
40,66677.2,668,176034.47,0.067,8,4,1,專科,單身,退休,自有,購屋,2024-01-29 22:00:00
31,88627.34,684,96023.36,0.2,3,5,0,專科,單身,全職,自有,購車,2024-01-29 23:00:00
38,81635.33,732,199852.97,0.318,5,5,1,大學,離婚,全職,自有,購車,2024-01-30 00:00:00
22,33755.62,756,206367.5,0.374,9,8,0,大學,已婚,兼職,與家人同住,教育,2024-01-30 01:00:00
44,94173.82,687,93507.51,0.537,5,12,1,研究所,單身,全職,與家人同住,購屋,2024-01-30 02:00:00
33,86578.67,673,108808.16,0.071,2,4,1,高中,單身,全職,與家人同住,購車,2024-01-30 03:00:00
29,67736.17,620,209554.53,0.263,7,7,3,大學,已婚,全職,自有,購屋,2024-01-30 04:00:00
45,81819.61,609,142657.32,0.182,2,6,0,大學,單身,自僱,與家人同住,教育,2024-01-30 05:00:00
27,100245.41,733,39011.1,0.388,2,9,3,大學,單身,全職,自有,購屋,2024-01-30 06:00:00
20,80474.19,740,80015.92,0.109,6,5,1,高中,已婚,全職,自有,購車,2024-01-30 07:00:00
19,64986.17,714,137531.52,0.088,5,11,0,大學,已婚,全職,租賃,債務整合,2024-01-30 08:00:00
41,80901.77,695,91847.87,0.279,7,6,2,專科,離婚,全職,與家人同住,購車,2024-01-30 09:00:00
22,62897.76,764,129328.81,0.043,6,11,0,大學,單身,全職,租賃,購屋,2024-01-30 10:00:00
52,60478.06,650,151619.81,0.456,5,3,0,大學,已婚,全職,租賃,債務整合,2024-01-30 11:00:00
18,52971.72,737,223112.73,0.356,7,6,2,專科,已婚,全職,與家人同住,購屋,2024-01-30 12:00:00
51,91268.27,698,135477.3,0.254,5,7,1,大學,已婚,全職,租賃,教育,2024-01-30 13:00:00
37,56720.86,643,203627.09,0.189,5,7,1,研究所,單身,全職,租賃,購屋,2024-01-30 14:00:00
34,90647.35,729,221438.01,0.268,9,9,0,專科,離婚,全職,自有,購屋,2024-01-30 15:00:00
29,69997.28,704,221715.48,0.259,7,8,0,大學,離婚,全職,自有,購車,2024-01-30 16:00:00
38,32013.88,701,164237.73,0.525,3,10,0,專科,已婚,全職,自有,購屋,2024-01-30 17:00:00
34,67352.99,684,51835.54,0.53,7,4,1,大學,單身,兼職,與家人同住,債務整合,2024-01-30 18:00:00
46,20000.0,677,173041.24,0.517,6,5,0,專科,已婚,全職,與家人同住,購屋,2024-01-30 19:00:00
36,72510.16,823,202419.99,0.555,7,4,0,專科,已婚,全職,自有,購屋,2024-01-30 20:00:00
36,77704.63,751,145946.64,0.348,3,4,0,大學,單身,全職,租賃,購屋,2024-01-30 21:00:00
31,48152.88,723,237229.19,0.171,4,7,0,大學,單身,全職,自有,教育,2024-01-30 22:00:00
34,62470.95,686,192991.68,0.479,7,6,0,專科,已婚,全職,自有,債務整合,2024-01-30 23:00:00
38,128808.1,773,178413.67,0.547,8,7,3,研究所,已婚,全職,租賃,購車,2024-01-31 00:00:00
18,49885.07,711,204319.04,0.435,5,8,2,大學,已婚,全職,自有,購屋,2024-01-31 01:00:00
21,38821.85,681,166668.49,0.442,5,12,2,大學,已婚,全職,自有,購車,2024-01-31 02:00:00
42,89633.27,667,25359.48,0.198,5,9,0,大學,已婚,全職,租賃,債務整合,2024-01-31 03:00:00
36,129027.26,689,125043.05,0.45,4,2,0,研究所,已婚,全職,自有,購屋,2024-01-31 04:00:00
33,60073.91,489,209858.4,0.14,5,6,2,高中,已婚,自僱,租賃,購屋,2024-01-31 05:00:00
35,80229.26,702,109620.43,0.512,5,10,1,高中,單身,全職,自有,購車,2024-01-31 06:00:00
38,86829.52,670,138826.37,0.212,3,12,1,專科,已婚,兼職,與家人同住,債務整合,2024-01-31 07:00:00
29,45150.32,775,97758.18,0.085,3,4,1,大學,已婚,全職,租賃,購車,2024-01-31 08:00:00
27,50293.88,681,239196.13,0.588,3,6,1,專科,已婚,全職,租賃,購屋,2024-01-31 09:00:00
36,84617.49,621,234074.62,0.447,3,10,1,大學,單身,全職,自有,購屋,2024-01-31 10:00:00
25,93700.29,697,105806.56,0.368,6,9,3,高中,已婚,全職,自有,購屋,2024-01-31 11:00:00
39,71257.62,617,157364.9,0.335,6,5,1,大學,單身,全職,與家人同住,其他,2024-01-31 12:00:00
18,42403.71,708,115975.3,0.208,6,9,1,大學,離婚,全職,自有,債務整合,2024-01-31 13:00:00
45,99741.22,722,180747.23,0.411,5,8,0,高中,已婚,全職,自有,教育,2024-01-31 14:00:00
39,49380.58,737,175484.15,0.142,3,10,1,專科,離婚,全職,與家人同住,購車,2024-01-31 15:00:00
37,53297.24,632,190585.28,0.102,6,3,3,大學,單身,兼職,自有,教育,2024-01-31 16:00:00
44,66846.76,682,166595.92,0.508,6,7,0,大學,已婚,全職,租賃,購屋,2024-01-31 17:00:00
51,91083.21,630,296770.31,0.436,5,7,2,大學,離婚,全職,自有,購車,2024-01-31 18:00:00
45,77079.52,722,98603.81,0.501,4,7,1,專科,單身,全職,自有,債務整合,2024-01-31 19:00:00
18,88786.5,711,64469.83,0.626,5,14,2,研究所,單身,兼職,自有,購屋,2024-01-31 20:00:00
22,69265.77,709,130345.49,0.129,6,7,2,大學,已婚,全職,自有,購屋,2024-01-31 21:00:00
28,60870.29,680,71600.59,0.364,4,7,2,高中,已婚,全職,自有,購屋,2024-01-31 22:00:00
35,71162.79,704,75376.89,0.253,4,8,1,大學,單身,退休,租賃,購屋,2024-01-31 23:00:00
40,20000.0,776,99934.27,0.395,4,5,3,大學,離婚,全職,與家人同住,教育,2024-02-01 00:00:00
27,54067.85,662,103890.55,0.21,6,7,1,高中,已婚,全職,租賃,購屋,2024-02-01 01:00:00
36,84274.37,688,102269.09,0.477,4,12,0,研究所,已婚,全職,自有,教育,2024-02-01 02:00:00
27,36979.72,614,175910.95,0.444,3,4,0,大學,單身,全職,租賃,教育,2024-02-01 03:00:00
28,67726.47,627,124690.55,0.352,4,4,0,高中,單身,全職,租賃,債務整合,2024-02-01 04:00:00
