age,annual_income,credit_score,loan_amount,debt_to_income_ratio,employment_length_years,num_credit_accounts,num_late_payments,education_level,marital_status,employment_type,housing_status,loan_purpose,data_date
23,105905.74,725,178716.74,0.341,9,8,3,高中,已婚,兼職,與家人同住,購屋,2024-10-11 13:00:00
18,62270.92,628,188729.96,0.31,3,7,2,專科,已婚,全職,自有,購車,2024-10-11 14:00:00
22,59847.96,770,251964.8,0.135,5,11,0,大學,已婚,全職,與家人同住,債務整合,2024-10-11 15:00:00
34,82989.36,565,81525.96,0.035,3,9,5,大學,單身,全職,自有,購屋,2024-10-11 16:00:00
24,70367.33,830,103514.4,0.25,10,8,5,大學,單身,全職,租賃,購車,2024-10-11 17:00:00
27,110314.74,763,149543.85,0.243,3,7,1,研究所,單身,全職,自有,其他,2024-10-11 18:00:00
23,92492.58,745,256893.79,0.137,9,15,1,大學,單身,全職,自有,購車,2024-10-11 19:00:00
58,96382.92,731,223484.86,0.253,5,12,2,高中,已婚,全職,自有,教育,2024-10-11 20:00:00
31,98632.46,628,173205.96,0.378,8,4,3,研究所,已婚,全職,租賃,購車,2024-10-11 21:00:00
32,58589.55,734,213290.98,0.129,5,8,1,大學,單身,全職,自有,購車,2024-10-11 22:00:00
23,77815.28,636,226193.4,0.238,7,7,1,研究所,已婚,全職,自有,其他,2024-10-11 23:00:00
35,91933.29,522,208492.96,0.233,6,10,2,大學,單身,全職,自有,教育,2024-10-12 00:00:00
31,75114.4,685,239628.06,0.275,10,7,1,高中,單身,全職,自有,購屋,2024-10-12 01:00:00
18,52576.32,618,189649.17,0.528,4,4,3,研究所,離婚,全職,與家人同住,購屋,2024-10-12 02:00:00
47,98210.12,715,206958.12,0.195,6,9,1,大學,單身,全職,租賃,購屋,2024-10-12 03:00:00
28,70636.32,676,207275.85,0.354,6,8,3,高中,單身,全職,自有,購車,2024-10-12 04:00:00
36,82555.08,564,157436.36,0.167,4,5,2,大學,單身,全職,租賃,購車,2024-10-12 05:00:00
22,89556.85,805,172630.95,0.345,8,11,2,研究所,離婚,全職,與家人同住,債務整合,2024-10-12 06:00:00
35,112816.77,653,207969.11,0.37,6,4,0,專科,單身,自僱,自有,教育,2024-10-12 07:00:00
37,80104.88,763,126323.09,0.151,3,7,3,專科,已婚,全職,自有,其他,2024-10-12 08:00:00
18,24597.52,620,140146.45,0.085,3,7,1,大學,已婚,兼職,自有,教育,2024-10-12 09:00:00
36,79555.09,678,165617.6,0.13,5,6,2,研究所,離婚,全職,自有,債務整合,2024-10-12 10:00:00
28,82034.02,700,182982.03,0.16,3,5,0,大學,已婚,兼職,租賃,購屋,2024-10-12 11:00:00
18,33294.47,515,178919.32,0.322,5,15,1,大學,已婚,自僱,租賃,教育,2024-10-12 12:00:00
50,111812.42,645,179045.89,0.111,7,9,4,大學,已婚,自僱,自有,購屋,2024-10-12 13:00:00
18,20000.0,698,187405.76,0.069,9,8,1,高中,單身,全職,自有,教育,2024-10-12 14:00:00
32,89487.88,682,167124.58,0.281,7,12,2,研究所,已婚,自僱,租賃,債務整合,2024-10-12 15:00:00
18,36725.82,680,142455.07,0.362,7,13,2,研究所,已婚,全職,與家人同住,購車,2024-10-12 16:00:00
18,101718.64,785,181984.05,0.151,4,7,1,研究所,已婚,全職,自有,購屋,2024-10-12 17:00:00
42,89112.51,612,215132.76,0.217,6,8,2,大學,單身,全職,租賃,購屋,2024-10-12 18:00:00
25,111870.7,692,227331.28,0.42,6,2,0,大學,已婚,自僱,與家人同住,債務整合,2024-10-12 19:00:00
47,87956.96,568,70518.85,0.316,5,7,4,研究所,已婚,全職,自有,購車,2024-10-12 20:00:00
25,83854.21,636,125466.4,0.244,6,8,1,研究所,單身,自僱,與家人同住,購車,2024-10-12 21:00:00
24,66808.22,775,231903.45,0.184,3,6,1,大學,已婚,自僱,自有,購車,2024-10-12 22:00:00
20,31620.04,678,164623.26,0.162,11,6,1,大學,單身,兼職,與家人同住,購車,2024-10-12 23:00:00
24,129510.29,658,79072.28,0.773,5,11,1,大學,離婚,全職,租賃,債務整合,2024-10-13 00:00:00
37,62898.34,611,247192.9,0.142,4,7,1,專科,已婚,全職,租賃,購車,2024-10-13 01:00:00
31,83439.42,566,235328.39,0.338,9,14,0,研究所,單身,全職,自有,購車,2024-10-13 02:00:00
26,54418.01,752,114943.32,0.124,4,7,4,專科,已婚,全職,自有,其他,2024-10-13 03:00:00
38,48175.5,845,115516.92,0.328,5,5,3,專科,已婚,全職,與家人同住,購車,2024-10-13 04:00:00
36,76488.29,642,344021.11,0.774,7,11,2,大學,已婚,全職,與家人同住,購屋,2024-10-13 05:00:00
26,85403.71,530,129562.21,0.709,6,4,1,研究所,單身,全職,自有,購車,2024-10-13 06:00:00
48,118935.52,800,246921.4,0.565,10,13,1,大學,單身,自僱,自有,教育,2024-10-13 07:00:00
18,100150.61,619,264946.31,0.324,3,7,5,大學,單身,全職,自有,購屋,2024-10-13 08:00:00
34,82029.24,706,100136.12,0.203,7,8,3,大學,單身,全職,與家人同住,購屋,2024-10-13 09:00:00
28,73499.06,717,129874.18,0.447,5,9,4,大學,已婚,兼職,與家人同住,購屋,2024-10-13 10:00:00
36,83616.93,765,236732.73,0.547,3,4,4,大學,單身,自僱,自有,教育,2024-10-13 11:00:00
31,68465.68,656,105054.49,0.351,2,7,3,研究所,單身,兼職,自有,購屋,2024-10-13 12:00:00
33,81475.54,712,121080.74,0.066,5,6,3,高中,已婚,全職,與家人同住,債務整合,2024-10-13 13:00:00
18,55104.99,649,169227.71,0.315,3,4,2,專科,單身,全職,自有,購車,2024-10-13 14:00:00
32,61150.43,515,173116.54,0.323,5,11,6,研究所,單身,全職,與家人同住,其他,2024-10-13 15:00:00
42,73714.04,641,239986.17,0.188,6,5,2,大學,離婚,全職,自有,購車,2024-10-13 16:00:00
22,83089.15,704,210964.22,0.659,5,7,3,大學,已婚,全職,自有,其他,2024-10-13 17:00:00
41,72035.47,595,191361.73,0.661,7,4,3,大學,單身,全職,自有,其他,2024-10-13 18:00:00
25,79827.75,682,171900.44,0.375,9,10,4,大學,已婚,全職,租賃,購屋,2024-10-13 19:00:00
22,52191.12,696,122215.89,0.653,6,5,2,研究所,單身,兼職,自有,購屋,2024-10-13 20:00:00
23,44973.91,782,246894.06,0.059,4,11,2,大學,單身,兼職,自有,購車,2024-10-13 21:00:00
18,73751.22,600,187651.86,0.324,5,9,3,大學,單身,兼職,租賃,購車,2024-10-13 22:00:00
30,32834.93,694,216057.96,0.612,13,12,1,大學,已婚,兼職,租賃,教育,2024-10-13 23:00:00
22,96499.37,609,192167.73,0.739,6,8,0,大學,離婚,全職,與家人同住,購屋,2024-10-14 00:00:00
23,40632.38,500,186188.19,0.246,3,5,2,高中,單身,退休,租賃,教育,2024-10-14 01:00:00
21,65234.24,636,185719.25,0.341,8,8,4,研究所,單身,兼職,自有,購屋,2024-10-14 02:00:00
33,87577.2,631,180225.75,0.492,7,4,1,大學,單身,全職,自有,購屋,2024-10-14 03:00:00
18,97897.94,730,172221.05,0.478,8,4,5,大學,已婚,兼職,租賃,教育,2024-10-14 04:00:00
37,91051.36,754,147054.97,0.38,5,3,1,高中,已婚,全職,與家人同住,購屋,2024-10-14 05:00:00
36,87129.18,683,209240.97,0.139,8,2,1,大學,單身,全職,與家人同住,教育,2024-10-14 06:00:00
36,139311.05,623,241839.36,0.068,5,14,2,大學,單身,兼職,自有,購屋,2024-10-14 07:00:00
18,48666.25,609,193230.54,0.158,7,7,1,高中,單身,全職,租賃,教育,2024-10-14 08:00:00
32,82839.95,768,268263.17,0.408,5,8,1,研究所,單身,退休,自有,教育,2024-10-14 09:00:00
45,90823.46,739,154694.73,0.08,10,12,2,高中,單身,全職,租賃,購車,2024-10-14 10:00:00
18,83915.78,604,298077.78,0.162,6,3,5,高中,已婚,全職,自有,購車,2024-10-14 11:00:00
32,63390.98,565,204369.5,0.315,7,10,3,大學,單身,全職,與家人同住,購屋,2024-10-14 12:00:00
18,88624.06,604,27537.27,0.177,3,12,5,大學,已婚,全職,自有,債務整合,2024-10-14 13:00:00
26,86875.6,754,285169.43,0.108,3,9,1,專科,單身,兼職,自有,購屋,2024-10-14 14:00:00
29,106108.31,591,127665.31,0.59,4,12,2,大學,單身,全職,自有,其他,2024-10-14 15:00:00
22,86832.94,711,191501.35,0.26,7,11,1,大學,單身,全職,租賃,教育,2024-10-14 16:00:00
20,27497.65,810,208109.63,0.099,9,6,0,大學,單身,全職,自有,教育,2024-10-14 17:00:00
33,94729.8,628,183808.29,0.644,6,4,2,研究所,單身,兼職,自有,其他,2024-10-14 18:00:00
18,64964.97,644,173789.27,0.321,5,7,1,大學,已婚,兼職,租賃,教育,2024-10-14 19:00:00
36,70243.39,672,144730.95,0.264,7,7,4,研究所,已婚,兼職,與家人同住,購屋,2024-10-14 20:00:00
50,46416.38,546,151792.18,0.241,8,9,0,研究所,已婚,兼職,租賃,購車,2024-10-14 21:00:00
18,78409.63,618,245367.59,0.371,6,12,3,高中,單身,全職,自有,購車,2024-10-14 22:00:00
18,124350.98,721,124072.88,0.169,10,7,2,專科,單身,全職,自有,購車,2024-10-14 23:00:00
18,101674.27,608,182948.79,0.265,5,5,1,大學,單身,全職,自有,購屋,2024-10-15 00:00:00
24,45379.88,845,219043.48,0.096,3,10,3,大學,單身,全職,租賃,購屋,2024-10-15 01:00:00
40,70008.14,635,122002.57,0.298,3,8,1,高中,單身,全職,自有,教育,2024-10-15 02:00:00
41,100217.03,683,205694.05,0.25,5,5,3,大學,單身,自僱,租賃,教育,2024-10-15 03:00:00
35,70518.76,629,237646.85,0.099,6,8,1,大學,離婚,兼職,與家人同住,債務整合,2024-10-15 04:00:00
32,23820.93,655,199413.2,0.668,7,3,0,大學,已婚,全職,租賃,其他,2024-10-15 05:00:00
45,61347.89,617,241904.89,0.2,9,7,3,研究所,已婚,全職,租賃,債務整合,2024-10-15 06:00:00
24,109512.11,523,177726.67,0.264,6,5,0,大學,單身,全職,與家人同住,購車,2024-10-15 07:00:00
36,112677.46,652,133397.61,0.575,5,13,2,研究所,已婚,全職,自有,購車,2024-10-15 08:00:00
53,70583.58,819,171584.02,0.734,6,11,1,大學,單身,全職,租賃,購車,2024-10-15 09:00:00
44,68138.73,805,104942.51,0.293,6,2,3,研究所,已婚,兼職,租賃,債務整合,2024-10-15 10:00:00
18,20000.0,590,310673.82,0.042,5,6,4,專科,單身,自僱,自有,債務整合,2024-10-15 11:00:00
23,72598.95,547,179557.08,0.303,6,8,4,研究所,單身,全職,與家人同住,教育,2024-10-15 12:00:00
54,60726.29,510,76496.31,0.431,6,5,1,大學,已婚,全職,租賃,教育,2024-10-15 13:00:00
23,27660.57,597,144156.71,0.51,4,8,4,大學,已婚,全職,自有,債務整合,2024-10-15 14:00:00
49,51166.09,630,168963.27,0.278,6,1,0,大學,已婚,全職,租賃,債務整合,2024-10-15 15:00:00
24,42234.7,707,109688.45,0.315,3,4,0,高中,單身,全職,自有,債務整合,2024-10-15 16:00:00
27,76449.66,641,109024.5,0.151,3,9,1,大學,單身,全職,自有,債務整合,2024-10-15 17:00:00
18,113771.54,748,161072.57,0.704,9,10,0,大學,單身,自僱,自有,教育,2024-10-15 18:00:00
21,71186.5,722,209739.35,0.663,5,11,1,研究所,單身,全職,自有,購車,2024-10-15 19:00:00
27,81535.38,702,232242.64,0.206,2,10,4,專科,已婚,退休,租賃,購車,2024-10-15 20:00:00
32,136565.21,686,241362.49,0.067,7,5,2,大學,單身,自僱,租賃,購車,2024-10-15 21:00:00
25,27377.19,754,147593.14,0.206,3,13,2,大學,已婚,全職,租賃,債務整合,2024-10-15 22:00:00
38,79794.36,725,32886.77,0.643,5,12,7,大學,單身,全職,租賃,購屋,2024-10-15 23:00:00
25,103609.11,579,277814.05,0.307,6,5,0,研究所,單身,全職,自有,購車,2024-10-16 00:00:00
18,82817.74,717,168035.02,0.285,11,11,1,大學,已婚,兼職,自有,購車,2024-10-16 01:00:00
27,34334.41,629,155968.42,0.156,6,6,1,高中,單身,全職,自有,其他,2024-10-16 02:00:00
24,123216.97,763,248199.05,0.535,7,8,2,大學,離婚,全職,自有,購車,2024-10-16 03:00:00
47,95975.14,744,162842.09,0.753,6,6,2,高中,單身,全職,與家人同住,購屋,2024-10-16 04:00:00
40,81715.44,812,206990.27,0.401,11,11,1,大學,單身,全職,租賃,教育,2024-10-16 05:00:00
41,40453.78,515,193532.84,0.114,5,9,2,大學,單身,全職,與家人同住,教育,2024-10-16 06:00:00
38,132279.22,732,111949.06,0.244,9,10,3,大學,單身,兼職,自有,債務整合,2024-10-16 07:00:00
35,89668.92,622,120203.33,0.037,6,12,3,研究所,已婚,兼職,租賃,債務整合,2024-10-16 08:00:00
35,86147.06,845,167792.96,0.362,12,9,2,研究所,離婚,全職,自有,購屋,2024-10-16 09:00:00
41,89639.5,432,179087.37,0.272,2,7,2,專科,單身,全職,租賃,購屋,2024-10-16 10:00:00
36,98951.36,739,145807.34,0.345,5,9,5,大學,單身,全職,租賃,教育,2024-10-16 11:00:00
23,77853.83,719,145315.42,0.349,3,6,0,研究所,離婚,全職,租賃,教育,2024-10-16 12:00:00
18,72050.72,503,176043.01,0.042,6,14,0,大學,已婚,全職,租賃,購屋,2024-10-16 13:00:00
18,20000.0,716,141292.89,0.318,4,13,6,高中,單身,全職,租賃,其他,2024-10-16 14:00:00
19,55372.99,513,229085.9,0.24,5,7,5,大學,單身,全職,租賃,其他,2024-10-16 15:00:00
21,124515.1,619,196616.94,0.217,9,5,3,專科,已婚,全職,自有,教育,2024-10-16 16:00:00
28,54237.65,707,150987.79,0.222,7,6,2,大學,已婚,全職,自有,購屋,2024-10-16 17:00:00
28,67576.78,596,212375.93,0.339,13,4,3,研究所,已婚,全職,自有,購屋,2024-10-16 18:00:00
50,46178.49,681,253154.21,0.554,11,6,3,專科,已婚,全職,租賃,購車,2024-10-16 19:00:00
36,87742.06,674,189766.62,0.444,3,11,1,大學,單身,全職,自有,購屋,2024-10-16 20:00:00
21,68599.92,717,100503.27,0.402,7,9,6,大學,單身,全職,自有,債務整合,2024-10-16 21:00:00
46,67716.01,589,266496.42,0.12,6,11,3,研究所,單身,全職,與家人同住,購屋,2024-10-16 22:00:00
27,54983.0,749,271814.97,0.517,10,11,4,研究所,單身,兼職,與家人同住,購屋,2024-10-16 23:00:00
36,85432.49,443,248190.32,0.28,5,2,4,高中,已婚,全職,自有,購車,2024-10-17 00:00:00
35,111796.29,795,214663.05,0.256,3,9,1,專科,單身,全職,自有,購車,2024-10-17 01:00:00
30,32688.17,654,207904.52,0.481,5,5,3,專科,單身,全職,租賃,購屋,2024-10-17 02:00:00
46,67412.59,662,187841.03,0.103,7,4,1,高中,已婚,全職,租賃,其他,2024-10-17 03:00:00
22,70945.24,699,185317.22,0.389,5,4,2,大學,單身,自僱,與家人同住,其他,2024-10-17 04:00:00
31,55907.84,690,116090.17,0.564,3,6,1,大學,已婚,全職,租賃,教育,2024-10-17 05:00:00
19,103917.36,695,117226.29,0.127,7,10,2,專科,已婚,全職,與家人同住,購屋,2024-10-17 06:00:00
34,104231.49,773,131622.84,0.134,5,4,4,大學,單身,全職,租賃,教育,2024-10-17 07:00:00
34,80738.8,552,69525.09,0.265,3,11,4,專科,單身,全職,租賃,其他,2024-10-17 08:00:00
31,58032.01,598,111387.61,0.131,7,10,1,研究所,已婚,兼職,租賃,其他,2024-10-17 09:00:00
30,103695.19,728,179684.84,0.239,7,9,2,研究所,已婚,全職,自有,教育,2024-10-17 10:00:00
27,67625.06,645,57110.04,0.417,4,6,1,高中,已婚,全職,自有,購屋,2024-10-17 11:00:00
34,99463.47,803,127630.88,0.327,5,11,1,專科,單身,兼職,租賃,債務整合,2024-10-17 12:00:00
37,136074.18,850,167265.61,0.047,8,6,1,研究所,單身,全職,與家人同住,教育,2024-10-17 13:00:00
18,75012.94,675,137874.1,0.467,5,10,5,專科,單身,全職,租賃,購車,2024-10-17 14:00:00
26,78952.79,537,161579.09,0.293,5,8,1,高中,單身,全職,自有,購屋,2024-10-17 15:00:00
25,57546.75,604,195702.69,0.276,4,6,4,專科,單身,全職,與家人同住,購屋,2024-10-17 16:00:00
37,100471.62,525,232856.41,0.112,4,11,2,研究所,已婚,兼職,租賃,購車,2024-10-17 17:00:00
44,80279.71,724,139449.59,0.6,4,11,2,大學,已婚,兼職,租賃,購屋,2024-10-17 18:00:00
35,43561.12,599,163227.54,0.55,2,13,2,高中,單身,全職,自有,購車,2024-10-17 19:00:00
31,57155.0,662,58364.24,0.255,5,4,2,大學,已婚,全職,租賃,教育,2024-10-17 20:00:00
20,123960.68,672,212608.42,0.275,4,7,2,高中,離婚,自僱,租賃,其他,2024-10-17 21:00:00
52,68861.88,765,132585.77,0.361,9,2,3,專科,離婚,全職,租賃,購屋,2024-10-17 22:00:00
18,47599.18,679,198860.48,0.486,7,1,2,專科,單身,全職,租賃,教育,2024-10-17 23:00:00
18,79687.63,653,162668.6,0.316,5,7,2,專科,單身,全職,自有,購屋,2024-10-18 00:00:00
38,61721.77,601,302746.41,0.357,7,8,3,研究所,單身,全職,自有,其他,2024-10-18 01:00:00
23,70369.87,723,280679.96,0.559,7,14,2,研究所,已婚,全職,與家人同住,教育,2024-10-18 02:00:00
39,88531.79,586,214574.15,0.051,8,10,2,研究所,單身,全職,租賃,購車,2024-10-18 03:00:00
47,83456.79,574,203478.76,0.065,4,9,3,大學,離婚,兼職,租賃,購車,2024-10-18 04:00:00
26,75857.66,627,194013.46,0.142,3,7,3,專科,已婚,全職,自有,教育,2024-10-18 05:00:00
35,59675.76,841,154695.01,0.439,7,11,2,大學,單身,退休,與家人同住,購車,2024-10-18 06:00:00
24,30480.82,667,137512.67,0.122,3,10,3,大學,單身,全職,自有,其他,2024-10-18 07:00:00
30,123018.23,680,128253.39,0.385,6,8,1,大學,單身,全職,與家人同住,其他,2024-10-18 08:00:00
28,121518.08,724,145159.13,0.066,0,6,2,研究所,已婚,全職,自有,購屋,2024-10-18 09:00:00
41,75604.54,693,203095.66,0.443,7,7,6,研究所,已婚,全職,自有,教育,2024-10-18 10:00:00
23,95866.76,669,166882.3,0.149,7,12,0,專科,已婚,全職,自有,教育,2024-10-18 11:00:00
21,74190.77,597,67515.0,0.114,5,11,1,大學,已婚,全職,租賃,教育,2024-10-18 12:00:00
27,55692.22,639,321091.12,0.309,7,9,1,高中,單身,全職,自有,債務整合,2024-10-18 13:00:00
37,76843.01,658,171018.3,0.41,4,9,1,大學,離婚,全職,租賃,購車,2024-10-18 14:00:00
20,78521.95,561,298237.26,0.215,8,11,0,大學,單身,兼職,與家人同住,購屋,2024-10-18 15:00:00
18,112235.76,676,157874.03,0.197,6,4,4,研究所,離婚,自僱,租賃,教育,2024-10-18 16:00:00
44,77375.86,690,166454.58,0.38,10,10,1,大學,已婚,自僱,租賃,購車,2024-10-18 17:00:00
18,117615.96,631,231013.67,0.312,3,3,1,研究所,已婚,兼職,自有,購車,2024-10-18 18:00:00
18,70980.46,774,163552.27,0.14,5,8,2,大學,已婚,全職,自有,教育,2024-10-18 19:00:00
55,60826.51,697,202097.94,0.024,6,10,1,大學,單身,全職,自有,購屋,2024-10-18 20:00:00
18,112235.86,629,161905.43,0.151,5,8,3,高中,已婚,全職,自有,教育,2024-10-18 21:00:00
24,109867.85,661,153710.75,0.55,5,9,4,專科,離婚,兼職,自有,債務整合,2024-10-18 22:00:00
22,76923.56,773,264501.86,0.317,3,7,1,大學,單身,全職,與家人同住,其他,2024-10-18 23:00:00
18,83558.04,625,113643.86,0.028,5,9,2,研究所,單身,全職,自有,購屋,2024-10-19 00:00:00
18,82131.73,610,151933.37,0.417,10,8,1,研究所,已婚,全職,自有,購車,2024-10-19 01:00:00
33,80283.71,607,280427.06,0.135,5,8,5,大學,已婚,全職,租賃,教育,2024-10-19 02:00:00
39,65710.71,680,161880.87,0.535,4,8,1,高中,單身,全職,自有,購車,2024-10-19 03:00:00
43,134899.72,700,99087.6,0.055,7,10,1,大學,已婚,兼職,租賃,購屋,2024-10-19 04:00:00
25,65001.28,729,213816.9,0.284,7,3,1,專科,單身,自僱,與家人同住,購車,2024-10-19 05:00:00
18,88901.35,616,178045.57,0.039,5,5,1,大學,離婚,全職,自有,教育,2024-10-19 06:00:00
30,79759.23,796,204723.39,0.194,9,7,3,大學,已婚,全職,自有,購車,2024-10-19 07:00:00
46,20000.0,715,183610.79,0.518,8,11,2,研究所,單身,兼職,租賃,教育,2024-10-19 08:00:00
48,77945.03,641,119210.21,0.382,1,3,2,大學,離婚,全職,與家人同住,教育,2024-10-19 09:00:00
41,67962.57,741,193136.11,0.393,6,10,1,高中,單身,全職,租賃,其他,2024-10-19 10:00:00
18,61086.38,827,249684.23,0.547,7,8,2,研究所,已婚,兼職,自有,債務整合,2024-10-19 11:00:00
27,49028.51,713,152436.68,0.663,2,5,2,大學,已婚,全職,租賃,購車,2024-10-19 12:00:00
32,120070.94,822,131282.98,0.411,9,5,1,研究所,已婚,全職,自有,購車,2024-10-19 13:00:00
34,47176.16,594,170460.52,0.095,4,11,3,研究所,離婚,全職,租賃,購車,2024-10-19 14:00:00
18,70214.89,520,168497.64,0.126,8,12,9,研究所,已婚,全職,租賃,購屋,2024-10-19 15:00:00
54,61934.59,717,162329.95,0.175,8,13,2,大學,已婚,兼職,租賃,教育,2024-10-19 16:00:00
45,48562.7,765,247940.46,0.352,8,10,1,研究所,已婚,全職,自有,購屋,2024-10-19 17:00:00
29,94187.69,593,193328.97,0.016,5,8,1,專科,已婚,全職,與家人同住,購屋,2024-10-19 18:00:00
31,86120.39,774,271158.27,0.148,3,12,3,研究所,已婚,退休,與家人同住,購屋,2024-10-19 19:00:00
24,62551.11,640,192488.59,0.409,5,12,1,大學,單身,自僱,與家人同住,購屋,2024-10-19 20:00:00
44,51991.01,723,199843.31,0.363,7,9,2,大學,單身,全職,租賃,購車,2024-10-19 21:00:00
18,88100.9,696,299881.61,0.328,9,11,1,研究所,已婚,兼職,自有,購屋,2024-10-19 22:00:00
31,85898.46,712,198868.49,0.32,8,5,0,專科,單身,兼職,自有,教育,2024-10-19 23:00:00
19,71369.54,720,165956.2,0.3,1,7,1,大學,單身,全職,租賃,債務整合,2024-10-20 00:00:00
29,110919.13,689,128211.06,0.242,6,5,0,研究所,離婚,全職,租賃,購車,2024-10-20 01:00:00
44,114264.97,656,133008.1,0.307,5,8,2,研究所,已婚,自僱,租賃,債務整合,2024-10-20 02:00:00
22,62290.72,702,157060.82,0.33,7,5,2,專科,單身,全職,自有,購屋,2024-10-20 03:00:00
32,127208.97,672,166258.41,0.259,8,10,0,高中,已婚,兼職,租賃,購屋,2024-10-20 04:00:00
28,68118.24,619,66519.06,0.493,3,7,1,大學,單身,全職,自有,債務整合,2024-10-20 05:00:00
21,68441.76,700,179114.39,0.292,10,12,1,研究所,單身,全職,與家人同住,其他,2024-10-20 06:00:00
22,92826.37,625,29963.15,0.182,8,5,2,研究所,離婚,全職,自有,購車,2024-10-20 07:00:00
22,83696.82,659,250217.18,0.344,9,9,3,大學,已婚,全職,租賃,教育,2024-10-20 08:00:00
18,75815.65,632,76148.26,0.524,8,11,10,大學,已婚,全職,自有,教育,2024-10-20 09:00:00
28,27121.65,799,190157.88,0.568,5,13,3,高中,已婚,全職,自有,教育,2024-10-20 10:00:00
30,35098.85,683,188010.3,0.251,6,8,0,大學,單身,全職,租賃,購車,2024-10-20 11:00:00
18,42902.68,548,253826.5,0.307,4,9,0,大學,已婚,退休,自有,購屋,2024-10-20 12:00:00
24,75263.82,774,187521.64,0.227,7,15,1,大學,單身,全職,自有,購屋,2024-10-20 13:00:00
27,62042.64,529,174541.99,0.097,7,15,1,高中,已婚,全職,租賃,購屋,2024-10-20 14:00:00
39,65560.17,846,197333.24,0.371,9,10,2,大學,單身,全職,自有,購屋,2024-10-20 15:00:00
50,67595.55,678,151000.82,0.104,5,13,1,研究所,已婚,全職,與家人同住,購屋,2024-10-20 16:00:00
34,99439.49,640,151824.78,0.101,2,8,2,研究所,離婚,全職,與家人同住,購屋,2024-10-20 17:00:00
18,94349.98,651,191770.87,0.15,6,6,0,大學,單身,全職,自有,購屋,2024-10-20 18:00:00
18,64603.16,547,163861.91,0.297,4,6,2,高中,已婚,自僱,自有,購屋,2024-10-20 19:00:00
30,67388.88,666,215274.93,0.179,5,8,1,研究所,已婚,兼職,與家人同住,購車,2024-10-20 20:00:00
24,53420.96,639,131527.27,0.234,7,7,0,大學,已婚,自僱,自有,購屋,2024-10-20 21:00:00
29,66592.01,669,232362.88,0.324,6,11,1,大學,已婚,全職,自有,其他,2024-10-20 22:00:00
39,107483.62,760,205863.31,0.472,2,9,1,研究所,單身,全職,與家人同住,購車,2024-10-20 23:00:00
27,97974.83,698,181406.79,0.443,6,6,1,大學,離婚,全職,與家人同住,債務整合,2024-10-21 00:00:00
59,84578.99,582,95287.88,0.43,8,5,0,大學,已婚,兼職,自有,購車,2024-10-21 01:00:00
18,48179.34,595,226073.41,0.327,5,3,2,專科,單身,全職,自有,購屋,2024-10-21 02:00:00
36,73676.88,695,287938.26,0.461,2,4,1,大學,單身,全職,與家人同住,債務整合,2024-10-21 03:00:00
18,65383.25,714,154479.27,0.54,5,12,1,專科,單身,全職,自有,購屋,2024-10-21 04:00:00
19,71155.7,669,227250.88,0.104,8,6,3,高中,單身,兼職,租賃,購屋,2024-10-21 05:00:00
40,94757.36,739,173694.75,0.377,6,6,2,專科,已婚,全職,自有,購屋,2024-10-21 06:00:00
18,101942.82,689,119667.01,0.514,8,7,4,大學,單身,全職,與家人同住,購車,2024-10-21 07:00:00
33,136162.51,729,137802.5,0.394,6,7,2,大學,已婚,兼職,自有,購車,2024-10-21 08:00:00
18,52554.59,742,174109.96,0.163,4,12,2,大學,已婚,全職,租賃,購屋,2024-10-21 09:00:00
29,105756.66,842,204934.22,0.316,5,5,3,研究所,單身,全職,與家人同住,購車,2024-10-21 10:00:00
22,71583.44,698,99683.57,0.36,9,4,0,研究所,已婚,全職,租賃,其他,2024-10-21 11:00:00
30,57151.89,850,141219.43,0.117,5,8,1,研究所,單身,全職,自有,教育,2024-10-21 12:00:00
34,129332.04,696,181813.66,0.024,13,7,2,大學,已婚,全職,租賃,購屋,2024-10-21 13:00:00
42,119033.93,698,110686.19,0.276,6,2,2,大學,離婚,退休,租賃,購車,2024-10-21 14:00:00
31,67974.05,831,201577.53,0.483,4,11,2,研究所,已婚,全職,租賃,教育,2024-10-21 15:00:00
37,56938.44,661,274808.67,0.239,8,5,2,研究所,單身,兼職,自有,購屋,2024-10-21 16:00:00
29,31009.53,530,174414.69,0.638,7,9,2,研究所,單身,退休,自有,購車,2024-10-21 17:00:00
18,106362.43,584,220430.34,0.04,4,9,1,專科,單身,全職,租賃,購車,2024-10-21 18:00:00
18,23830.5,747,109831.01,0.426,9,10,2,大學,已婚,全職,租賃,購屋,2024-10-21 19:00:00
47,71362.2,714,145314.87,0.245,11,9,3,大學,已婚,退休,自有,教育,2024-10-21 20:00:00
18,52662.88,600,234701.71,0.094,5,8,3,大學,離婚,全職,與家人同住,債務整合,2024-10-21 21:00:00
32,109845.94,531,104969.05,0.718,10,10,0,大學,已婚,兼職,自有,教育,2024-10-21 22:00:00
32,121118.99,667,140958.73,0.305,3,15,0,大學,已婚,兼職,租賃,債務整合,2024-10-21 23:00:00
31,32401.35,770,242859.58,0.255,6,13,0,大學,單身,全職,自有,教育,2024-10-22 00:00:00
42,77039.17,665,146452.38,0.379,4,7,3,研究所,單身,全職,與家人同住,教育,2024-10-22 01:00:00
22,81747.19,646,70005.17,0.121,7,7,0,大學,單身,兼職,與家人同住,債務整合,2024-10-22 02:00:00
27,67797.66,587,148995.54,0.24,8,5,3,研究所,單身,全職,自有,購車,2024-10-22 03:00:00
